Program ID,Broad Field,Field,Institution Name,Program Name,Orientation for New Graduate Students,International Student Orientation,Language Screening / Support Prior to Teaching,Instruction in Writing,Instruction in Statistics,Prizes / Awards for Teaching or Research,Assistance / Training in Proposal Writing,On-campus Graduate Research Conferences,Formal Training in Academic Integrity,Active Graduate Student Association,Staff Assigned to the Graduate Student Association,Financial Support for the Graduate Student Association,Posted Academic Grievance Procedure,Dispute Resolution Procedure,Regular Graduate Programs Directors / Coordinators Meetings,Annual Review of All Enrolled Doctoral Students,Organized Training to Help Students Improve Teaching Skills,Travel Support to Attend Professional Meetings,Count of Student Activities
20042831,Physical and Mathematical Sciences,Earth Sciences,University of Illinois At Chicago,Earth & Environmental Sciences,3,1,1,1,4,3,1,1,1,3,3,3,1,3,3,2,1,3,17
20039035,Physical and Mathematical Sciences,Earth Sciences,University of Illinois At Urbana-Champaign,Geology,2,1,3,3,1,3,2,2,2,2,2,2,3,3,3,2,3,3,18
20020329,Physical and Mathematical Sciences,Earth Sciences,University of Iowa,Geoscience,3,1,3,3,2,3,3,1,3,3,1,3,3,3,3,2,3,3,18
20051178,Physical and Mathematical Sciences,Earth Sciences,University of Kansas,Geology,3,1,3,3,4,3,3,3,1,3,3,3,3,3,3,2,3,3,17
20028224,Physical and Mathematical Sciences,Earth Sciences,University of Kentucky,Geology,3,1,1,3,4,3,3,3,1,3,1,1,1,1,1,3,3,3,17
20028444,Physical and Mathematical Sciences,Earth Sciences,University of Kentucky,Soil Science,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,17
20050234,Physical and Mathematical Sciences,Earth Sciences,University of Maryland College Park,Geology,3,1,1,1,4,3,4,1,1,1,1,1,1,1,3,2,3,3,16
20047962,Physical and Mathematical Sciences,Earth Sciences,University of Massachusetts Amherst,Geosciences,3,1,3,2,4,3,3,2,1,3,1,3,1,1,1,2,1,1,17
20035440,Physical and Mathematical Sciences,Earth Sciences,University of Michigan-Ann Arbor,Geology,3,1,1,1,1,3,3,3,1,3,3,3,3,3,3,2,3,3,18
20039938,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Geology,3,3,3,3,2,3,3,3,3,3,1,4,1,1,3,3,1,3,17
20039941,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Geophysics,3,3,3,3,2,3,3,3,3,3,1,4,1,1,3,3,1,3,17
20040260,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Soil Science,3,1,1,1,4,1,2,4,3,3,4,3,3,3,1,3,1,2,15
20025405,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Columbia,Geology,3,1,1,4,4,3,1,1,1,3,1,1,1,1,3,3,3,3,16
20026161,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Kansas City,Geosciences,2,4,3,2,2,1,2,4,3,1,1,1,3,1,3,3,4,1,15
20025609,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Columbia,"Soil, Environmental and Atmospheric Sciences",3,1,1,4,4,3,3,1,1,3,3,1,1,1,1,3,1,3,16
20068501,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Rolla,Geological Engineering,2,1,1,1,4,4,4,4,4,4,4,4,1,1,4,4,1,2,8
20068514,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Rolla,Geology & Geophysics,1,1,1,1,4,1,2,1,4,1,4,4,1,1,4,2,1,2,13
20017167,Physical and Mathematical Sciences,Earth Sciences,University of Nebraska - Lincoln,Geosciences,3,1,1,2,4,3,3,1,3,3,1,3,1,1,3,2,1,2,17
20015088,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Environmental Sci&Health (Environmental Toxicology&Health),1,1,1,1,1,1,1,,1,1,1,,1,1,3,4,1,1,15
20015091,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Geo-Engineering,3,1,3,1,1,3,3,4,1,1,1,,1,3,1,2,1,3,16
20015101,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Geology,3,1,3,1,1,3,3,4,1,1,1,4,1,3,1,2,1,3,16
20015114,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Hydrogeology,3,3,3,1,1,3,3,2,3,3,1,4,1,1,1,2,1,3,17
20015127,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Hydrology,3,3,3,1,1,3,3,2,3,3,1,4,1,1,1,2,1,3,17
20050593,Physical and Mathematical Sciences,Earth Sciences,University of New Hampshire,Earth and Environmental Sciences,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,18
20015266,Physical and Mathematical Sciences,Earth Sciences,University of New Mexico Main Campus,Earth And Planetary Sciences,3,3,1,1,1,2,3,1,1,3,1,1,1,3,3,2,1,3,18
20045281,Physical and Mathematical Sciences,Earth Sciences,University of North Carolina At Chapel Hill,Geological Sciences,3,3,3,1,1,3,3,3,1,3,1,3,3,3,1,3,3,3,18
20047328,Physical and Mathematical Sciences,Earth Sciences,University of North Texas,Environmental Science,3,2,3,4,4,3,4,2,4,3,2,2,1,1,3,2,3,3,14
20051699,Physical and Mathematical Sciences,Earth Sciences,University of Oklahoma Norman Campus,Geology,2,1,1,1,4,3,1,1,1,3,3,3,1,1,3,3,1,3,17
20043908,Physical and Mathematical Sciences,Earth Sciences,University of Oregon,Geological Sciences,3,1,1,4,4,3,1,1,4,4,4,4,1,1,4,2,1,3,11
20036876,Physical and Mathematical Sciences,Earth Sciences,University of Pennsylvania,Earth and Environmental Science,3,1,1,1,3,1,1,3,1,1,1,1,3,1,1,2,1,3,18
20065009,Physical and Mathematical Sciences,Earth Sciences,University of Rhode Island,Earth Sciences,,,,,,,,,,,,,,,,,,,
20069254,Physical and Mathematical Sciences,Earth Sciences,University of Rochester,Geological Sciences,2,3,3,4,4,3,2,4,4,1,1,4,3,3,3,2,4,2,12
20067816,Physical and Mathematical Sciences,Earth Sciences,University of South Carolina Columbia,Geology,3,1,1,1,1,3,3,3,3,3,1,3,3,3,3,3,1,3,18
20068174,Physical and Mathematical Sciences,Earth Sciences,University of Southern California,Geological (Earth) Sciences,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,17
20045744,Physical and Mathematical Sciences,Earth Sciences,University of Tennessee,Earth and Planetary Sciences,3,1,1,4,1,3,2,4,4,3,1,3,1,4,3,2,3,3,14
20061553,Physical and Mathematical Sciences,Earth Sciences,University of Texas At Austin,Geological Sciences,3,1,1,1,2,3,3,3,1,3,2,3,3,3,3,2,3,3,18
20056128,Physical and Mathematical Sciences,Earth Sciences,University of Texas At Dallas,Geosciences,1,1,1,1,4,1,2,2,4,3,3,3,1,1,1,3,1,2,16
20047580,Physical and Mathematical Sciences,Earth Sciences,University of Utah,Geology and Geophysics,3,3,1,3,3,3,3,3,4,3,4,2,1,1,3,4,1,3,15
20023245,Physical and Mathematical Sciences,Earth Sciences,University of Virginia,Environmental Sciences,3,1,1,1,4,3,2,2,4,3,4,3,1,1,1,2,1,3,15
20059688,Physical and Mathematical Sciences,Earth Sciences,University of Washington,Geological Sciences,3,3,1,1,1,3,3,1,1,3,4,1,3,3,3,2,3,3,17
20059691,Physical and Mathematical Sciences,Earth Sciences,University of Washington,Geophysics,3,1,1,1,1,3,3,1,1,3,4,1,3,3,3,2,3,3,17
20030665,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Geology,3,3,3,1,3,3,1,1,3,3,1,1,3,3,1,2,3,3,18
20030762,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Land Resources,3,1,1,1,4,1,1,1,1,3,1,1,1,1,3,4,1,3,16
20031062,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Soil Science,3,1,3,3,2,3,3,3,3,3,1,1,3,3,3,2,3,3,18
20044596,Physical and Mathematical Sciences,Earth Sciences,Virginia Polytechnic Institute And State University,Geosciences,3,1,3,3,1,3,2,3,2,3,3,3,1,3,3,3,3,3,18
20058430,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Environmental and Natural Resource Sciences,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,18
20058456,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Geology,1,3,1,1,1,3,1,1,3,1,1,1,3,3,3,3,1,3,18
20058650,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Soil Sciences,3,3,1,1,1,1,3,1,1,3,3,1,1,3,3,3,3,3,18
20069791,Physical and Mathematical Sciences,Earth Sciences,Washington University In St. Louis,Earth and Planetary Sciences,3,1,3,1,1,3,3,1,4,3,1,1,3,3,3,3,1,3,17
20044091,Physical and Mathematical Sciences,Earth Sciences,Western Michigan University,Hydrogeology,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,3,18
20063522,Physical and Mathematical Sciences,Earth Sciences,Yale University,Geology & Geophysics,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20035013,Physical and Mathematical Sciences,Mathematics,Arizona State University,Mathematics,3,1,1,1,3,3,1,1,1,3,1,3,1,3,1,3,3,3,18
20037972,Physical and Mathematical Sciences,Mathematics,Auburn University,Mathematics,3,3,3,4,4,3,,1,,3,1,3,1,3,1,2,2,2,14
20043380,Physical and Mathematical Sciences,Mathematics,Baylor University,Mathematics,3,1,2,4,4,2,4,1,1,1,2,1,1,1,3,3,3,3,15
20059222,Physical and Mathematical Sciences,Mathematics,Boston University,Mathematics,2,3,1,1,2,3,4,1,4,3,4,3,4,4,4,2,3,3,12
20034797,Physical and Mathematical Sciences,Mathematics,Bowling Green State University,Mathematics,3,1,3,1,,3,,4,1,1,1,1,3,3,1,2,3,3,15
20025078,Physical and Mathematical Sciences,Mathematics,Brandeis University,Mathematics,1,1,3,1,4,3,1,1,1,3,1,3,1,1,1,3,3,3,17
20018386,Physical and Mathematical Sciences,Mathematics,Brown University,Mathematics,3,3,1,1,1,3,3,1,1,1,1,1,3,3,1,3,3,3,18
20033060,Physical and Mathematical Sciences,Mathematics,California Institute of Technology,Mathematics,3,1,1,1,4,4,4,4,4,1,4,1,3,3,3,3,1,3,12
20037299,Physical and Mathematical Sciences,Mathematics,Carnegie Mellon University,Mathematical Sciences,3,3,3,4,1,3,3,2,4,3,1,3,3,3,3,2,3,3,16
20057279,Physical and Mathematical Sciences,Mathematics,City University of New York Grad. Center,Mathematics,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,18
20018027,Physical and Mathematical Sciences,Mathematics,Claremont Graduate University,Mathematics,3,1,1,1,4,3,4,3,4,1,1,1,1,1,3,4,1,3,14
20016906,Physical and Mathematical Sciences,Mathematics,Clemson University,Mathematical Sciences,3,3,1,1,,3,3,3,4,1,1,1,1,1,1,4,3,3,15
20056380,Physical and Mathematical Sciences,Mathematics,Colorado State University,Mathematics,3,3,3,4,4,3,4,1,4,4,4,4,1,1,2,2,3,2,11
20057729,Physical and Mathematical Sciences,Mathematics,Columbia University In The City of New York,Mathematics,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,3,1,1,16
20015910,Physical and Mathematical Sciences,Mathematics,Cornell University,Mathematics,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,4,1,1,16
20048275,Physical and Mathematical Sciences,Mathematics,Dartmouth College,Mathematics,3,1,3,1,4,1,1,4,3,1,1,1,3,3,3,1,3,3,16
20030021,Physical and Mathematical Sciences,Mathematics,Duke University,Mathematics,3,1,3,1,3,3,3,1,4,3,4,1,1,1,3,2,3,3,16
20062044,Physical and Mathematical Sciences,Mathematics,Emory University,Mathematics,3,3,1,4,4,2,4,3,4,3,1,3,3,3,3,2,3,3,14
20027319,Physical and Mathematical Sciences,Mathematics,Florida State University,Mathematics,3,3,3,3,4,3,3,4,3,3,3,3,1,1,3,3,3,3,16
20062989,Physical and Mathematical Sciences,Mathematics,Georgia Institute of Technology,Math,3,3,2,1,4,3,4,3,3,1,4,1,1,1,3,2,3,3,15
20019440,Physical and Mathematical Sciences,Mathematics,George Washington University,Mathematics,3,1,1,1,4,3,1,2,4,1,4,1,1,4,1,3,3,3,14
20066176,Physical and Mathematical Sciences,Mathematics,Harvard University,Mathematics,3,1,3,1,4,3,3,1,4,3,3,3,3,3,3,3,3,3,16
20026035,Physical and Mathematical Sciences,Mathematics,Howard University,Mathematics,3,1,4,1,4,4,3,3,1,3,1,1,1,1,1,3,3,3,15
20046497,Physical and Mathematical Sciences,Mathematics,Indiana University At Bloomington,Mathematics,3,3,3,1,1,3,1,2,4,1,1,1,3,3,3,3,3,3,17
20048385,Physical and Mathematical Sciences,Mathematics,Indiana University Purdue University Indianapolis,Mathematics,2,1,1,1,2,2,3,4,1,1,1,1,1,1,2,2,2,3,17
20016566,Physical and Mathematical Sciences,Mathematics,Iowa State University,Mathematics,3,1,3,1,4,3,4,4,1,3,1,1,1,1,1,2,3,3,15
20056830,Physical and Mathematical Sciences,Mathematics,Johns Hopkins University,Mathematics,3,3,3,3,3,3,3,2,3,3,1,3,1,1,1,2,3,2,18
20028648,Physical and Mathematical Sciences,Mathematics,Kansas State University,Mathematics,3,1,3,3,1,3,3,2,3,1,1,1,1,1,3,2,3,3,18
20040833,Physical and Mathematical Sciences,Mathematics,Kent State University Main Campus,Pure Mathematics,3,1,1,1,,1,4,2,3,1,1,1,1,1,2,2,3,1,16
20039527,Physical and Mathematical Sciences,Mathematics,Lehigh University,Mathematics,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,3,3,15
20033374,Physical and Mathematical Sciences,Mathematics,Massachusetts Institute of Technology,Mathematics,3,3,3,1,4,3,1,2,1,3,1,1,1,1,1,2,3,2,17
20058184,Physical and Mathematical Sciences,Mathematics,Louisiana State University And Agricultural And Mechanical College,Mathematics,3,1,3,1,1,3,1,4,3,1,1,4,3,3,3,2,3,2,16
20047072,Physical and Mathematical Sciences,Mathematics,Michigan State University,Mathematics,3,1,1,1,1,3,1,2,1,1,1,1,3,3,3,3,3,3,18
20022385,Physical and Mathematical Sciences,Mathematics,Michigan Technological University,Mathematical Sciences,3,1,1,1,,3,1,1,4,1,4,1,1,1,1,3,3,3,15
20024529,Physical and Mathematical Sciences,Mathematics,Mississippi State University,Mathematical Sciences,1,1,3,1,3,3,3,1,3,1,1,1,3,3,3,3,3,3,18
20060185,Physical and Mathematical Sciences,Mathematics,Montana State University - Bozeman,Mathematics,3,1,3,1,4,3,3,4,1,2,2,4,1,1,3,3,3,3,15
20062251,Physical and Mathematical Sciences,Mathematics,New Mexico State University Main Campus,Mathematical Sciences,2,1,1,1,4,3,3,1,1,1,1,1,1,1,3,3,3,3,17
20064408,Physical and Mathematical Sciences,Mathematics,New York University,Mathematics,3,3,3,1,4,3,3,3,1,3,3,3,3,3,3,3,3,3,17
20041528,Physical and Mathematical Sciences,Mathematics,North Carolina State University,Mathematics,3,3,1,1,1,3,1,1,1,3,1,3,1,1,1,2,3,3,18
20031910,Physical and Mathematical Sciences,Mathematics,Northeastern University,Mathematics,3,3,1,1,1,3,3,3,4,1,1,1,1,1,3,2,3,1,17
20040370,Physical and Mathematical Sciences,Mathematics,Northern Illinois University,Mathematical Sciences,3,1,3,1,4,2,1,4,1,4,4,4,3,1,2,2,2,1,13
20068970,Physical and Mathematical Sciences,Mathematics,Northwestern University,Mathematics,3,3,1,1,4,3,3,3,3,1,1,1,,,3,3,3,3,15
20029142,Physical and Mathematical Sciences,Mathematics,Ohio State University Main Campus,Mathematics,3,3,1,1,1,3,1,3,1,3,1,3,3,1,3,3,3,3,18
20013831,Physical and Mathematical Sciences,Mathematics,Ohio University Main Campus,Mathematics,3,1,1,1,4,3,4,1,1,1,1,1,3,3,1,4,2,3,15
20018852,Physical and Mathematical Sciences,Mathematics,Oregon State University,Mathematics,3,1,3,1,1,3,4,1,4,3,4,4,3,1,2,2,2,1,14
20031554,Physical and Mathematical Sciences,Mathematics,Penn State University,Mathematics,2,1,1,1,1,3,1,1,3,1,1,1,3,1,3,3,3,3,18
20032566,Physical and Mathematical Sciences,Mathematics,Princeton University,Mathematics,3,1,1,4,4,1,4,3,4,3,3,1,1,1,3,3,1,3,14
20055954,Physical and Mathematical Sciences,Mathematics,Purdue University Main Campus,Mathematics,3,1,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,18
20041175,Physical and Mathematical Sciences,Mathematics,Rice University,Mathematics,3,1,3,1,1,1,1,3,1,3,3,3,1,3,3,3,3,3,18
20012638,Physical and Mathematical Sciences,Mathematics,Rutgers The State University of New Jersey New Brunswick Campus,Mathematics,3,1,1,4,1,3,1,4,1,1,4,1,1,1,1,2,3,3,15
20052724,Physical and Mathematical Sciences,Mathematics,Stanford University,Mathematics,2,1,1,2,4,1,4,2,2,2,2,1,1,1,1,2,1,1,16
20040503,Physical and Mathematical Sciences,Mathematics,Southern Illinois University Carbondale,Mathematics,3,1,1,4,4,2,1,4,1,1,,,1,1,2,3,1,3,13
20033675,Physical and Mathematical Sciences,Mathematics,State University of New York At Albany,Mathematics,3,1,1,1,4,3,1,4,1,3,4,4,1,1,3,2,3,3,14
20037516,Physical and Mathematical Sciences,Mathematics,State University of New York At Binghamton,Mathematical Science,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,3,3,18
20038609,Physical and Mathematical Sciences,Mathematics,State University of New York At Buffalo,Mathematics,3,1,1,1,4,3,4,2,4,3,1,1,1,1,1,2,3,1,15
20038256,Physical and Mathematical Sciences,Mathematics,State University of New York At Stony Brook,Mathematics,3,1,1,1,1,3,2,1,1,1,4,1,3,3,3,3,3,3,17
20037697,Physical and Mathematical Sciences,Mathematics,Stevens Institute of Technology,Mathematics,1,1,1,1,4,3,4,4,4,3,4,1,1,1,2,2,1,2,13
20022615,Physical and Mathematical Sciences,Mathematics,Syracuse University Main Campus,Mathematics,3,3,3,1,1,3,1,2,1,3,3,3,3,1,3,2,3,2,18
20042297,Physical and Mathematical Sciences,Mathematics,Temple University,Mathematics,2,1,1,4,4,4,2,4,1,4,4,1,1,1,3,2,1,1,12
20022068,Physical and Mathematical Sciences,Mathematics,Texas A & M University,Mathematics,3,1,1,1,4,3,1,1,1,3,2,3,1,1,3,2,3,3,17
20022864,Physical and Mathematical Sciences,Mathematics,Texas Tech University,Mathematics,3,1,3,1,2,3,4,3,2,2,2,2,3,3,2,2,2,3,17
20029692,Physical and Mathematical Sciences,Mathematics,Tufts University,Mathematics,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,18
20025861,Physical and Mathematical Sciences,Mathematics,Tulane University,Mathematics,3,1,1,4,4,3,2,2,4,3,1,3,3,1,4,3,1,3,14
20041793,Physical and Mathematical Sciences,Mathematics,University of Alabama,Mathematics,3,3,3,4,4,3,4,4,1,1,1,1,1,1,2,3,3,3,14
20034108,Physical and Mathematical Sciences,Mathematics,University of Arizona,Mathematics,3,3,3,1,4,3,3,3,3,3,1,3,3,3,3,2,3,3,17
20013695,Physical and Mathematical Sciences,Mathematics,University of Arkansas Main Campus,Mathematics,3,3,3,4,2,3,2,2,3,2,2,2,3,3,3,3,3,3,17
20061061,Physical and Mathematical Sciences,Mathematics,University of California-Berkeley,Mathematics,3,3,3,1,1,3,3,1,3,3,1,1,3,3,3,3,3,3,18
20067272,Physical and Mathematical Sciences,Mathematics,University of California-Davis,Mathematics,3,1,1,1,1,3,3,3,1,3,3,3,1,3,3,3,3,3,18
20049245,Physical and Mathematical Sciences,Mathematics,University of California-Irvine,Mathematics,3,3,3,4,4,3,3,4,3,3,1,3,3,3,2,2,3,3,15
20053451,Physical and Mathematical Sciences,Mathematics,University of California-Los Angeles,Mathematics,3,3,2,1,3,3,2,2,3,1,2,3,3,3,3,3,3,2,18
20048877,Physical and Mathematical Sciences,Mathematics,University of California-Riverside,Mathematics,3,1,1,1,4,3,3,3,3,1,1,1,1,3,1,3,3,3,17
20065685,Physical and Mathematical Sciences,Mathematics,University of California-San Diego,Mathematics,3,1,3,1,1,3,3,1,1,3,1,1,3,1,3,3,3,3,18
20070337,Physical and Mathematical Sciences,Mathematics,University of California-Santa Barbara,Mathematics,3,1,1,1,1,3,1,1,3,1,1,1,1,1,3,2,3,3,18
20023737,Physical and Mathematical Sciences,Mathematics,University of California-Santa Cruz,Mathematics,3,1,3,4,4,1,1,1,4,1,4,1,3,3,3,2,3,3,14
20014458,Physical and Mathematical Sciences,Mathematics,University of Chicago,Mathematics,2,3,3,1,1,3,2,2,4,1,4,4,1,3,2,2,3,2,15
20032155,Physical and Mathematical Sciences,Mathematics,University of Cincinnati Main Campus,Mathematical Sciences,3,1,1,4,4,3,2,1,4,3,2,3,1,1,3,2,2,2,15
20024147,Physical and Mathematical Sciences,Mathematics,University of Connecticut,Mathematics PhD,3,1,1,4,4,1,4,4,1,3,4,1,3,3,3,3,3,3,13
20064042,Physical and Mathematical Sciences,Mathematics,University of Colorado At Boulder,Mathematics,3,3,3,4,4,3,1,2,4,1,1,1,1,1,3,3,3,3,15
20012269,Physical and Mathematical Sciences,Mathematics,University of Delaware,Mathematics,3,3,1,4,4,3,4,3,4,3,4,3,3,3,3,3,3,2,13
20013255,Physical and Mathematical Sciences,Mathematics,University of Florida,Mathematics,1,1,1,1,4,1,4,1,2,1,1,1,1,1,1,2,1,1,16
20019848,Physical and Mathematical Sciences,Mathematics,University of Georgia,Mathematics,3,3,3,1,1,3,3,1,3,1,1,1,3,1,3,3,3,3,18
20014814,Physical and Mathematical Sciences,Mathematics,University of Hawaii At Manoa,Mathematics,1,1,1,1,1,3,1,4,1,1,1,1,1,3,3,2,3,1,17
20042611,Physical and Mathematical Sciences,Mathematics,University of Houston,Mathematics,3,3,2,4,4,4,2,2,4,3,3,,3,3,2,3,2,2,13
20042941,Physical and Mathematical Sciences,Mathematics,University of Illinois At Chicago,Mathematics,2,3,3,1,4,3,1,1,1,3,1,3,3,1,3,2,3,3,17
20039145,Physical and Mathematical Sciences,Mathematics,University of Illinois At Urbana-Champaign,Mathematics,2,1,3,1,1,3,4,2,4,4,4,4,3,3,3,2,3,3,13
20020332,Physical and Mathematical Sciences,Mathematics,University of Iowa,Mathematics,3,1,3,1,4,3,3,3,1,3,3,3,3,3,3,2,3,3,17
20051220,Physical and Mathematical Sciences,Mathematics,University of Kansas,Mathematics,3,1,3,3,4,3,1,3,3,3,1,3,3,3,3,2,3,3,17
20028253,Physical and Mathematical Sciences,Mathematics,University of Kentucky,Mathematics,3,1,1,1,4,3,1,1,1,3,1,1,1,1,1,3,3,3,17
20012890,Physical and Mathematical Sciences,Mathematics,University of Louisiana At Lafayette,Mathematics,3,1,3,3,4,2,4,1,4,1,4,4,1,1,4,3,2,1,12
20050357,Physical and Mathematical Sciences,Mathematics,University of Maryland College Park,Mathematics,3,3,3,1,4,3,4,1,1,1,1,1,3,3,3,2,3,3,16
20048039,Physical and Mathematical Sciences,Mathematics,University of Massachusetts Amherst,Mathematics,3,1,1,4,4,1,3,4,1,3,1,3,1,1,1,2,3,3,15
20027898,Physical and Mathematical Sciences,Mathematics,University of Memphis,Mathematics,1,1,1,4,4,3,2,4,2,1,4,4,1,1,2,4,3,3,12
20050878,Physical and Mathematical Sciences,Mathematics,University of Miami,Mathematics,3,1,3,1,1,3,1,3,1,1,1,1,3,3,3,3,1,3,18
20035592,Physical and Mathematical Sciences,Mathematics,University of Michigan-Ann Arbor,Mathematics,3,3,3,1,1,3,3,3,1,1,1,1,1,1,3,2,3,3,18
20040066,Physical and Mathematical Sciences,Mathematics,University of Minnesota-Twin Cities,Mathematics,3,3,1,1,4,3,4,2,3,3,4,4,1,1,1,2,3,2,14
20062400,Physical and Mathematical Sciences,Mathematics,University of Mississippi,Mathematics,3,1,1,1,1,2,4,1,4,3,3,3,1,4,1,2,,3,14
20025434,Physical and Mathematical Sciences,Mathematics,University of Missouri - Columbia,Mathematics,3,1,1,4,4,3,1,1,1,1,1,1,1,1,1,3,3,3,16
20068527,Physical and Mathematical Sciences,Mathematics,University of Missouri - Rolla,Mathematics,3,1,3,1,4,1,2,4,3,1,1,1,3,3,1,3,3,2,16
20017170,Physical and Mathematical Sciences,Mathematics,University of Nebraska - Lincoln,Mathematics,3,1,3,4,4,3,3,3,1,3,3,3,3,3,3,2,3,2,16
20050661,Physical and Mathematical Sciences,Mathematics,University of New Hampshire,Mathematics,3,3,1,4,4,3,1,1,1,1,4,4,1,1,4,2,1,3,13
20045391,Physical and Mathematical Sciences,Mathematics,University of North Carolina At Chapel Hill,Mathematics,3,3,3,1,1,3,1,1,1,3,1,3,1,1,3,1,3,3,18
20047373,Physical and Mathematical Sciences,Mathematics,University of North Texas,Mathematics,3,4,1,4,4,3,1,4,4,4,4,4,1,1,1,2,2,3,10
20035961,Physical and Mathematical Sciences,Mathematics,University of Notre Dame,Mathematics,1,1,3,1,4,1,4,2,4,3,1,3,3,4,1,4,3,3,13
20051738,Physical and Mathematical Sciences,Mathematics,University of Oklahoma Norman Campus,Mathematics,2,3,3,1,4,3,1,1,1,3,3,3,1,1,3,3,3,3,17
20036999,Physical and Mathematical Sciences,Mathematics,University of Pennsylvania,Mathematics,3,3,3,1,1,3,1,3,1,3,1,3,3,3,3,2,3,3,18
20043940,Physical and Mathematical Sciences,Mathematics,University of Oregon,Mathematics,3,1,1,4,2,3,3,3,2,4,4,4,3,1,2,2,3,3,14
20049818,Physical and Mathematical Sciences,Mathematics,University of Pittsburgh Pittsburgh Campus,Mathematics,3,1,3,1,1,3,3,3,1,3,1,3,1,1,3,3,3,3,18
20065054,Physical and Mathematical Sciences,Mathematics,University of Rhode Island,Mathematics,3,1,1,4,4,2,2,4,1,1,4,4,1,1,2,2,1,3,13
20069283,Physical and Mathematical Sciences,Mathematics,University of Rochester,Mathematics,2,1,3,4,4,1,4,4,4,1,1,4,1,1,3,2,2,2,12
20067845,Physical and Mathematical Sciences,Mathematics,University of South Carolina Columbia,Mathematics,3,1,1,1,4,3,1,4,1,1,1,1,3,3,1,2,3,3,16
20024891,Physical and Mathematical Sciences,Mathematics,University of South Florida,Mathematics,3,3,3,3,4,3,1,3,1,1,1,1,1,1,3,2,3,3,17
20068239,Physical and Mathematical Sciences,Mathematics,University of Southern California,Mathematics,1,1,1,1,4,1,4,1,1,3,1,3,1,1,1,3,1,3,16
20045896,Physical and Mathematical Sciences,Mathematics,University of Tennessee,Mathematics,3,3,3,4,1,3,4,2,2,3,1,1,3,2,3,2,3,3,16
20061676,Physical and Mathematical Sciences,Mathematics,University of Texas At Austin,Mathematics,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,17
20043542,Physical and Mathematical Sciences,Mathematics,University of Toledo,Mathematics,3,1,3,1,4,3,1,3,1,3,3,1,1,1,2,2,2,2,17
20047632,Physical and Mathematical Sciences,Mathematics,University of Utah,Mathematics,3,3,1,4,4,3,2,3,3,2,2,2,1,1,3,3,3,3,16
20027539,Physical and Mathematical Sciences,Mathematics,University of Vermont,Mathematical Sciences,3,1,1,1,1,1,1,1,4,1,1,1,3,3,1,3,1,3,17
20023313,Physical and Mathematical Sciences,Mathematics,University of Virginia,Mathematics,3,3,3,1,1,3,1,2,2,1,,,1,1,2,2,1,3,16
20059772,Physical and Mathematical Sciences,Mathematics,University of Washington,Mathematics,3,1,1,1,1,3,3,3,1,1,4,4,3,3,3,2,3,3,16
20030827,Physical and Mathematical Sciences,Mathematics,University of Wisconsin-Madison,Mathematics,3,3,3,1,4,3,3,3,1,3,3,3,3,3,3,2,3,3,17
20026682,Physical and Mathematical Sciences,Mathematics,University of Wisconsin-Milwaukee,Mathematics,3,1,1,4,4,3,4,4,1,1,1,4,1,1,1,2,3,3,13
20052012,Physical and Mathematical Sciences,Mathematics,Vanderbilt University,Mathematics,3,1,3,1,4,3,1,3,3,3,4,3,1,1,3,3,3,3,16
