Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20022822,Physical and Mathematical Sciences,Computer Sciences,Texas Tech University,Computer Science,89,118,117,125,120,126,87,116,73,108
20029618,Physical and Mathematical Sciences,Computer Sciences,Tufts University,Computer Science,16,89,28,68,55,108,1,11,6,38
20041735,Physical and Mathematical Sciences,Computer Sciences,University of Alabama,Computer Sciences,91,115,76,105,90,118,14,74,20,50
20043173,Physical and Mathematical Sciences,Computer Sciences,University of Alabama In Huntsville,Computer Science,104,125,123,127,119,126,124,127,6,25
20033921,Physical and Mathematical Sciences,Computer Sciences,University of Arizona,Computer Science,35,71,31,69,44,91,2,44,75,112
20048563,Physical and Mathematical Sciences,Computer Sciences,University of Alabama At Birmingham,Computer and Information Sciences,110,124,79,113,73,117,28,89,8,33
20013598,Physical and Mathematical Sciences,Computer Sciences,University of Arkansas Main Campus,Computer Science,90,119,92,121,59,112,101,126,115,125
20060774,Physical and Mathematical Sciences,Computer Sciences,University of California-Berkeley,Computer Science,1,2,1,2,1,2,29,84,114,124
20067104,Physical and Mathematical Sciences,Computer Sciences,University of California-Davis,Computer Science,29,57,15,58,14,68,29,83,38,78
20049203,Physical and Mathematical Sciences,Computer Sciences,University of California-Irvine,Information and Computer Sciences,22,47,29,69,28,78,27,83,23,55
20053231,Physical and Mathematical Sciences,Computer Sciences,University of California-Los Angeles,Computer Science,5,29,8,39,11,53,66,105,105,120
20048767,Physical and Mathematical Sciences,Computer Sciences,University of California-Riverside,Computer Science,17,55,6,40,5,40,5,39,21,50
20065601,Physical and Mathematical Sciences,Computer Sciences,University of California-San Diego,Computer Science and Engineering,8,27,7,38,7,45,10,61,83,113
20070201,Physical and Mathematical Sciences,Computer Sciences,University of California-Santa Barbara,Computer Science,5,17,3,16,3,18,7,45,53,96
20023630,Physical and Mathematical Sciences,Computer Sciences,University of California-Santa Cruz,Computer Science,33,63,27,68,9,55,50,95,41,82
20013941,Physical and Mathematical Sciences,Computer Sciences,University of Central Florida,Computer Science,47,90,62,93,72,111,8,44,60,104
20014283,Physical and Mathematical Sciences,Computer Sciences,University of Chicago,Computer Science,37,72,28,67,23,71,37,101,38,88
20032058,Physical and Mathematical Sciences,Computer Sciences,University of Cincinnati Main Campus,Computer science,54,94,68,103,64,110,83,105,21,57
20063933,Physical and Mathematical Sciences,Computer Sciences,University of Colorado At Boulder,Computer Science,47,84,51,97,27,85,38,93,59,98
20068705,Physical and Mathematical Sciences,Computer Sciences,University of Connecticut,Computer Science Engineering PhD,27,83,17,61,36,95,1,9,9,31
20012162,Physical and Mathematical Sciences,Computer Sciences,University of Delaware,Computer and Information Sciences,53,94,68,105,36,93,107,122,55,96
20013022,Physical and Mathematical Sciences,Computer Sciences,University of Florida,Computer Engineering,59,106,69,103,74,114,60,106,23,54
20019657,Physical and Mathematical Sciences,Computer Sciences,University of Georgia,Computer Science,51,101,58,91,77,115,11,64,20,49
20042491,Physical and Mathematical Sciences,Computer Sciences,University of Houston,Computer Science,94,118,80,113,41,98,122,126,5,24
20042815,Physical and Mathematical Sciences,Computer Sciences,University of Illinois At Chicago,Computer Science,67,104,57,99,28,90,89,110,7,28
20038939,Physical and Mathematical Sciences,Computer Sciences,University of Illinois At Urbana-Champaign,Computer Science,3,18,8,44,9,56,23,81,61,102
20020316,Physical and Mathematical Sciences,Computer Sciences,University of Iowa,Computer Science,56,100,80,108,80,114,32,89,12,32
20051110,Physical and Mathematical Sciences,Computer Sciences,University of Kansas,Computer Science,89,118,91,119,53,104,61,117,115,125
20028143,Physical and Mathematical Sciences,Computer Sciences,University of Kentucky,Computer Science,47,93,29,76,20,86,42,93,32,77
20012858,Physical and Mathematical Sciences,Computer Sciences,University of Louisiana At Lafayette,Computer Science,108,123,103,120,98,122,30,87,66,109
20036368,Physical and Mathematical Sciences,Computer Sciences,University of Maryland Baltimore County,Computer Science,52,97,65,108,17,80,111,122,52,95
20050140,Physical and Mathematical Sciences,Computer Sciences,University of Maryland College Park,Computer Science,7,25,7,44,6,52,17,74,47,90
20027827,Physical and Mathematical Sciences,Computer Sciences,University of Memphis,Computer Science,105,125,91,119,84,118,48,102,103,120
20035356,Physical and Mathematical Sciences,Computer Sciences,University of Michigan-Ann Arbor,Computer Science and Engineering,8,27,12,49,10,53,67,104,51,92
20047904,Physical and Mathematical Sciences,Computer Sciences,University of Massachusetts Amherst,Computer Science,9,36,9,50,8,58,12,69,69,108
20039792,Physical and Mathematical Sciences,Computer Sciences,University of Minnesota-Twin Cities,Computer Science,19,46,27,70,15,68,31,93,69,110
20017154,Physical and Mathematical Sciences,Computer Sciences,University of Nebraska - Lincoln,Computer Science,26,57,12,49,35,89,2,26,7,26
20015431,Physical and Mathematical Sciences,Computer Sciences,University of New Mexico Main Campus,Computer Science,79,111,85,118,47,104,99,120,99,120
20045207,Physical and Mathematical Sciences,Computer Sciences,University of North Carolina At Chapel Hill,Computer Science,5,17,7,43,6,43,19,82,102,119
20029809,Physical and Mathematical Sciences,Computer Sciences,University of North Carolina At Charlotte,Ph.D. in Information Technology,72,110,77,107,88,119,7,49,6,23
20047292,Physical and Mathematical Sciences,Computer Sciences,University of North Texas,Computer Science,95,120,122,127,117,125,122,127,18,52
20051644,Physical and Mathematical Sciences,Computer Sciences,University of Oklahoma Norman Campus,Computer Science,31,75,28,74,34,95,50,101,83,117
20043856,Physical and Mathematical Sciences,Computer Sciences,University of Oregon,Computer and Information Sciences,65,96,84,110,90,118,78,112,51,90
20036850,Physical and Mathematical Sciences,Computer Sciences,University of Pennsylvania,Computer and Information Science-SEAS,9,26,4,18,6,40,10,56,95,117
20049630,Physical and Mathematical Sciences,Computer Sciences,University of Pittsburgh Pittsburgh Campus,Computer Science,32,61,16,64,14,67,14,74,4,18
20069209,Physical and Mathematical Sciences,Computer Sciences,University of Rochester,Computer Science,11,34,9,48,10,61,2,23,73,110
20067764,Physical and Mathematical Sciences,Computer Sciences,University of South Carolina Columbia,Computer Science and Engineering,82,112,54,96,59,111,4,43,9,27
20024833,Physical and Mathematical Sciences,Computer Sciences,University of South Florida,Computer Science and Engineering,35,70,14,60,10,61,25,84,33,70
20068093,Physical and Mathematical Sciences,Computer Sciences,University of Southern California,Computer Science,8,30,11,51,9,59,12,62,28,67
20032773,Physical and Mathematical Sciences,Computer Sciences,University of Southern Mississippi,Computational Science,125,127,123,127,118,126,66,103,3,14
20045731,Physical and Mathematical Sciences,Computer Sciences,University of Tennessee,Computer Science,45,82,40,82,13,65,109,123,62,104
20061472,Physical and Mathematical Sciences,Computer Sciences,University of Texas At Austin,Computer Sciences,6,22,20,65,6,43,102,119,126,126
20056102,Physical and Mathematical Sciences,Computer Sciences,University of Texas At Dallas,Computer Science,53,112,108,121,123,127,28,83,32,71
20047522,Physical and Mathematical Sciences,Computer Sciences,University of Utah,Computer Science,33,58,45,84,37,94,8,45,96,119
20023449,Physical and Mathematical Sciences,Computer Sciences,University of Virginia,Computer Science,35,65,36,74,21,76,25,87,25,59
20059581,Physical and Mathematical Sciences,Computer Sciences,University of Washington,Computer Science and Engineering,14,34,15,58,15,70,24,83,64,107
20030513,Physical and Mathematical Sciences,Computer Sciences,University of Wisconsin-Madison,Computer Sciences,10,27,10,51,6,43,47,96,89,116
20051932,Physical and Mathematical Sciences,Computer Sciences,Vanderbilt University,Computer Science,46,83,30,75,22,82,12,64,59,99
20044473,Physical and Mathematical Sciences,Computer Sciences,Virginia Polytechnic Institute And State University,Computer Science and Applications,37,70,36,75,43,98,25,81,21,53
20058362,Physical and Mathematical Sciences,Computer Sciences,Washington State University,Computer Science,48,97,38,81,52,107,7,78,39,86
20069775,Physical and Mathematical Sciences,Computer Sciences,Washington University In St. Louis,Computer Science and Engineering,38,74,21,66,19,83,59,105,72,108
20021425,Physical and Mathematical Sciences,Computer Sciences,Wayne State University,Computer Science,63,98,66,102,43,99,104,121,68,114
20044059,Physical and Mathematical Sciences,Computer Sciences,Western Michigan University,Computer Sciences,112,125,77,120,21,92,96,124,31,76
20049410,Physical and Mathematical Sciences,Computer Sciences,Wright State University Main Campus,Computer Science and Engineering,66,111,71,108,60,111,32,90,115,125
20063399,Physical and Mathematical Sciences,Computer Sciences,Yale University,Computer Science,23,47,15,58,17,74,5,45,85,117
20034962,Physical and Mathematical Sciences,Earth Sciences,Arizona State University,Geological Sciences,26,55,23,72,16,65,13,76,83,117
20059125,Physical and Mathematical Sciences,Earth Sciences,Boston University,Earth Sciences,53,92,21,72,16,68,21,111,7,33
20018328,Physical and Mathematical Sciences,Earth Sciences,Brown University,Geological Sciences,11,31,18,59,16,63,14,80,36,77
20033015,Physical and Mathematical Sciences,Earth Sciences,California Institute of Technology,Environmental Science and Engineering,4,15,1,3,1,3,6,69,6,31
20033028,Physical and Mathematical Sciences,Earth Sciences,California Institute of Technology,Geochemistry,3,19,3,13,2,11,3,87,52,104
20033031,Physical and Mathematical Sciences,Earth Sciences,California Institute of Technology,Geology,3,13,9,27,7,30,4,102,83,122
20033044,Physical and Mathematical Sciences,Earth Sciences,California Institute of Technology,Geophysics,3,13,2,11,2,12,9,80,33,76
20033099,Physical and Mathematical Sciences,Earth Sciences,California Institute of Technology,Planetary Science,1,6,4,14,3,16,3,69,113,131
20057169,Physical and Mathematical Sciences,Earth Sciences,City University of New York Grad. Center,Earth and Environmental Sciences,105,133,120,138,107,139,130,137,9,29
20056319,Physical and Mathematical Sciences,Earth Sciences,Colorado State University,Earth Sciences,99,133,118,137,102,134,116,132,61,104
20057570,Physical and Mathematical Sciences,Earth Sciences,Columbia University In The City of New York,Earth and Environmental Sciences,1,7,3,14,5,25,29,97,17,46
20015800,Physical and Mathematical Sciences,Earth Sciences,Cornell University,Geological Sciences,23,54,26,76,24,73,77,118,40,78
20048246,Physical and Mathematical Sciences,Earth Sciences,Dartmouth College,Earth Sciences,36,83,40,90,41,106,18,95,42,79
20029922,Physical and Mathematical Sciences,Earth Sciences,Duke University,Environment,13,30,21,52,37,91,9,67,7,28
20030005,Physical and Mathematical Sciences,Earth Sciences,Duke University,Earth and Ocean Sciences,38,84,26,84,25,94,11,105,78,116
20062921,Physical and Mathematical Sciences,Earth Sciences,Georgia Institute of Technology,Earth & Atmospheric Sciences,25,72,18,55,11,48,73,118,16,41
20034616,Physical and Mathematical Sciences,Earth Sciences,Florida International University,Earth Sciences,42,115,58,99,63,120,9,83,3,13
20066011,Physical and Mathematical Sciences,Earth Sciences,Harvard University,Earth & Planetary Sciences,1,8,2,10,3,18,32,98,52,96
20046316,Physical and Mathematical Sciences,Earth Sciences,Indiana University At Bloomington,Environmental Science,86,126,65,110,72,129,10,83,10,32
20046374,Physical and Mathematical Sciences,Earth Sciences,Indiana University At Bloomington,Geological Sciences,45,84,35,85,56,119,7,79,26,55
20016443,Physical and Mathematical Sciences,Earth Sciences,Iowa State University,Environmental Science,103,134,90,125,68,125,46,115,39,80
20016728,Physical and Mathematical Sciences,Earth Sciences,Iowa State University,Soil Science,37,91,94,124,35,90,133,139,76,106
20056610,Physical and Mathematical Sciences,Earth Sciences,Johns Hopkins University,Earth and Planetary Sciences,22,49,33,80,40,101,23,97,91,125
20040626,Physical and Mathematical Sciences,Earth Sciences,Kent State University Main Campus,Applied Geology,134,141,125,140,94,135,92,132,90,125
20039446,Physical and Mathematical Sciences,Earth Sciences,Lehigh University,Earth and Environmental Sciences,45,114,48,107,38,100,34,113,106,128
20058139,Physical and Mathematical Sciences,Earth Sciences,Louisiana State University And Agricultural And Mechanical College,Geology,100,133,74,117,44,119,60,120,6,26
20033329,Physical and Mathematical Sciences,Earth Sciences,Massachusetts Institute of Technology,Geology and Geochemistry and Geophysics,4,16,9,28,6,29,13,80,102,126
20021140,Physical and Mathematical Sciences,Earth Sciences,Miami University,Geology,91,130,48,111,38,111,13,106,31,71
20046989,Physical and Mathematical Sciences,Earth Sciences,Michigan State University,Geological Sciences,17,81,33,89,81,130,1,12,29,67
20022301,Physical and Mathematical Sciences,Earth Sciences,Michigan Technological University,Geology,121,139,117,137,107,138,100,133,1,8
20060172,Physical and Mathematical Sciences,Earth Sciences,Montana State University - Bozeman,Land Resources,77,127,52,110,43,119,1,36,61,106
20064770,Physical and Mathematical Sciences,Earth Sciences,New Jersey Institute of Technology,Environmental Science,98,131,38,98,38,115,18,85,1,10
20041654,Physical and Mathematical Sciences,Earth Sciences,North Carolina State University,Soil Science,58,108,82,124,69,132,93,122,35,72
20040354,Physical and Mathematical Sciences,Earth Sciences,Northern Illinois University,Geology,104,128,107,133,108,139,21,98,58,102
20071433,Physical and Mathematical Sciences,Earth Sciences,Northwestern University,Earth and Planetary Sciences,25,61,33,80,29,86,10,83,25,54
20028978,Physical and Mathematical Sciences,Earth Sciences,Ohio State University Main Campus,Environmental Science,97,128,87,121,69,127,77,118,13,39
20029029,Physical and Mathematical Sciences,Earth Sciences,Ohio State University Main Campus,Geodetic Science and Surveying,56,106,81,119,66,126,114,133,61,105
20029045,Physical and Mathematical Sciences,Earth Sciences,Ohio State University Main Campus,Geological Sciences,52,95,72,114,55,119,27,116,71,105
20029359,Physical and Mathematical Sciences,Earth Sciences,Ohio State University Main Campus,Soil Science,72,127,69,113,42,98,15,98,46,91
20041984,Physical and Mathematical Sciences,Earth Sciences,Oklahoma State University Main Campus,Environmental Sciences,109,136,121,138,118,141,124,134,89,118
20042129,Physical and Mathematical Sciences,Earth Sciences,Oklahoma State University Main Campus,Soil Science,106,138,109,131,130,141,61,106,107,127
20058922,Physical and Mathematical Sciences,Earth Sciences,Oregon Health And Science University,Environmental Science and Engineering,38,93,24,83,28,103,5,88,10,38
20018713,Physical and Mathematical Sciences,Earth Sciences,Oregon State University,Soil Science,62,124,38,90,43,105,44,118,6,28
20018836,Physical and Mathematical Sciences,Earth Sciences,Oregon State University,Geology,30,69,34,92,22,85,9,99,116,130
20031457,Physical and Mathematical Sciences,Earth Sciences,Penn State University,Geosciences,10,25,11,29,13,45,25,89,69,108
20031774,Physical and Mathematical Sciences,Earth Sciences,Penn State University,Soil Science,24,109,28,88,59,119,6,61,1,4
20032524,Physical and Mathematical Sciences,Earth Sciences,Princeton University,Geosciences,9,24,3,15,3,19,2,37,11,32
20055611,Physical and Mathematical Sciences,Earth Sciences,Purdue University Main Campus,Agronomy- Soils,24,73,16,54,28,97,10,69,6,22
20055792,Physical and Mathematical Sciences,Earth Sciences,Purdue University Main Campus,Earth Science,48,89,57,107,50,116,38,109,72,108
20044923,Physical and Mathematical Sciences,Earth Sciences,Rensselaer Polytechnic Institute,Geology,10,60,14,47,13,44,16,100,3,25
20041078,Physical and Mathematical Sciences,Earth Sciences,Rice University,Earth Science,55,101,24,76,20,79,20,98,75,108
20012544,Physical and Mathematical Sciences,Earth Sciences,Rutgers The State University of New Jersey New Brunswick Campus,Environmental Sciences,38,78,34,86,28,88,63,111,22,50
20012586,Physical and Mathematical Sciences,Earth Sciences,Rutgers The State University of New Jersey New Brunswick Campus,Geological Sciences,42,79,71,111,49,104,54,110,77,117
20052627,Physical and Mathematical Sciences,Earth Sciences,Stanford University,Geological and Environmental Sciences,2,11,4,15,5,25,25,92,48,95
20052630,Physical and Mathematical Sciences,Earth Sciences,Stanford University,Geophysics,12,34,6,23,8,32,72,117,34,64
20033633,Physical and Mathematical Sciences,Earth Sciences,State University of New York At Albany,Geology,97,130,75,123,42,119,21,90,140,141
20037480,Physical and Mathematical Sciences,Earth Sciences,State University of New York At Binghamton,Geological Sciences,93,129,123,138,109,136,120,137,61,105
20038560,Physical and Mathematical Sciences,Earth Sciences,State University of New York At Buffalo,Geological Sciences,96,127,60,107,51,124,87,124,26,57
20038188,Physical and Mathematical Sciences,Earth Sciences,State University of New York At Stony Brook,Geosciences,30,65,19,60,12,51,33,97,67,105
20022576,Physical and Mathematical Sciences,Earth Sciences,Syracuse University Main Campus,Geology,49,93,30,91,30,103,9,102,27,63
20022110,Physical and Mathematical Sciences,Earth Sciences,Texas A & M University,Geology & Geophysics,66,136,133,140,106,137,133,140,28,56
20022165,Physical and Mathematical Sciences,Earth Sciences,Texas A & M University,Soil Science,134,141,119,139,66,130,111,131,99,125
20041764,Physical and Mathematical Sciences,Earth Sciences,University of Alabama,Geology,93,126,89,125,92,135,5,74,79,116
20028004,Physical and Mathematical Sciences,Earth Sciences,University of Alaska Fairbanks,Geology,48,107,46,97,58,121,2,21,22,57
20028017,Physical and Mathematical Sciences,Earth Sciences,University of Alaska Fairbanks,Geophysics,38,97,24,79,26,92,4,83,61,106
20034030,Physical and Mathematical Sciences,Earth Sciences,University of Arizona,Geosciences,8,21,9,30,13,54,8,70,62,100
20034302,Physical and Mathematical Sciences,Earth Sciences,University of Arizona,Soil Water & Environmental Science,15,56,51,102,51,115,118,135,8,29
20034056,Physical and Mathematical Sciences,Earth Sciences,University of Arizona,Hydrology,17,64,10,30,20,71,3,49,74,110
20013637,Physical and Mathematical Sciences,Earth Sciences,University of Arkansas Main Campus,Environmental Dynamics,79,116,96,125,100,138,15,85,99,124
20067214,Physical and Mathematical Sciences,Earth Sciences,University of California-Davis,Geology,39,77,34,88,35,102,12,84,15,45
20060826,Physical and Mathematical Sciences,Earth Sciences,University of California-Berkeley,Earth and Planetary Science,2,32,1,7,2,12,16,84,31,66
20067447,Physical and Mathematical Sciences,Earth Sciences,University of California-Davis,Soils & Biogeochemistry (Soil Science),63,99,25,81,24,84,19,102,13,40
20049122,Physical and Mathematical Sciences,Earth Sciences,University of California-Irvine,Earth System Science,2,10,1,8,1,10,1,18,24,53
20053341,Physical and Mathematical Sciences,Earth Sciences,University of California-Los Angeles,Geology,11,31,13,41,4,22,86,120,113,134
20053354,Physical and Mathematical Sciences,Earth Sciences,University of California-Los Angeles,Geophysics,20,63,10,28,5,23,59,122,94,122
20048848,Physical and Mathematical Sciences,Earth Sciences,University of California-Riverside,Geological Sciences,33,72,46,95,48,108,19,91,103,125
20048961,Physical and Mathematical Sciences,Earth Sciences,University of California-Riverside,Soil & Water Sciences,35,86,26,82,20,73,30,110,7,28
20070272,Physical and Mathematical Sciences,Earth Sciences,University of California-Santa Barbara,Geological Sciences,17,41,30,78,32,90,8,65,75,111
20014380,Physical and Mathematical Sciences,Earth Sciences,University of Chicago,Geophysical Sciences,10,25,17,49,27,79,5,63,70,113
20023643,Physical and Mathematical Sciences,Earth Sciences,University of California-Santa Cruz,Earth Sciences,18,43,10,34,10,39,6,53,31,75
20032126,Physical and Mathematical Sciences,Earth Sciences,University of Cincinnati Main Campus,Geology,89,125,99,124,92,131,9,63,99,128
20064000,Physical and Mathematical Sciences,Earth Sciences,University of Colorado At Boulder,Geology,29,63,14,47,15,62,8,64,35,75
20012201,Physical and Mathematical Sciences,Earth Sciences,University of Delaware,Geology,113,134,122,138,119,139,87,129,125,134
20012159,Physical and Mathematical Sciences,Earth Sciences,University of Delaware,Climatology,49,92,50,101,26,77,38,106,46,96
20013161,Physical and Mathematical Sciences,Earth Sciences,University of Florida,Geology,43,96,31,85,29,86,6,71,30,69
20019767,Physical and Mathematical Sciences,Earth Sciences,University of Georgia,Geology,21,88,97,122,126,139,11,97,67,102
20013488,Physical and Mathematical Sciences,Earth Sciences,University of Florida,Soil and Water Science,73,110,30,86,32,97,9,68,9,32
20014788,Physical and Mathematical Sciences,Earth Sciences,University of Hawaii At Manoa,Geology and Geophysics,67,104,55,106,40,110,22,97,56,94
20042556,Physical and Mathematical Sciences,Earth Sciences,University of Houston,Geology,85,125,109,133,63,123,135,140,45,80
20042569,Physical and Mathematical Sciences,Earth Sciences,University of Houston,Geophysics,122,137,115,136,98,136,85,122,72,115
20067612,Physical and Mathematical Sciences,Earth Sciences,University of Idaho,Geology,49,112,62,115,59,127,26,108,45,106
20042831,Physical and Mathematical Sciences,Earth Sciences,University of Illinois At Chicago,Earth & Environmental Sciences,78,119,16,59,9,41,40,114,100,126
20039035,Physical and Mathematical Sciences,Earth Sciences,University of Illinois At Urbana-Champaign,Geology,19,50,18,53,23,74,11,86,52,94
20020329,Physical and Mathematical Sciences,Earth Sciences,University of Iowa,Geoscience,49,89,74,115,60,122,56,110,33,72
20051178,Physical and Mathematical Sciences,Earth Sciences,University of Kansas,Geology,67,117,78,115,71,129,81,119,44,78
20028224,Physical and Mathematical Sciences,Earth Sciences,University of Kentucky,Geology,89,130,98,130,88,136,75,123,136,139
20028444,Physical and Mathematical Sciences,Earth Sciences,University of Kentucky,Soil Science,132,139,108,136,74,133,87,129,76,114
20050234,Physical and Mathematical Sciences,Earth Sciences,University of Maryland College Park,Geology,12,38,14,42,12,42,18,99,4,23
20047962,Physical and Mathematical Sciences,Earth Sciences,University of Massachusetts Amherst,Geosciences,56,95,77,114,49,106,106,131,44,84
20035440,Physical and Mathematical Sciences,Earth Sciences,University of Michigan-Ann Arbor,Geology,10,40,11,33,14,48,16,85,49,85
20039938,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Geology,20,45,27,74,22,65,48,109,39,76
20039941,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Geophysics,15,55,7,30,3,23,2,79,40,99
20040260,Physical and Mathematical Sciences,Earth Sciences,University of Minnesota-Twin Cities,Soil Science,36,104,39,102,49,118,4,123,8,28
20025405,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Columbia,Geology,87,126,40,101,48,125,2,52,47,88
20025609,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Columbia,"Soil, Environmental and Atmospheric Sciences",69,107,43,105,46,123,11,85,129,137
20026161,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Kansas City,Geosciences,130,140,140,141,135,141,125,140,110,132
20068501,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Rolla,Geological Engineering,137,141,134,140,134,141,42,117,127,136
20068514,Physical and Mathematical Sciences,Earth Sciences,University of Missouri - Rolla,Geology & Geophysics,115,136,118,138,75,127,127,140,2,10
20017167,Physical and Mathematical Sciences,Earth Sciences,University of Nebraska - Lincoln,Geosciences,90,127,90,124,67,124,54,111,110,130
20015088,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Environmental Sci&Health (Environmental Toxicology&Health),84,125,126,138,130,140,103,131,75,123
20015091,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Geo-Engineering,103,139,124,140,91,136,141,141,132,139
20015101,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Geology,82,123,105,133,80,132,129,137,126,135
20015114,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Hydrogeology,51,121,70,126,58,126,19,133,134,139
20015127,Physical and Mathematical Sciences,Earth Sciences,University of Nevada Reno,Hydrology,74,123,80,121,62,125,85,123,129,136
20050593,Physical and Mathematical Sciences,Earth Sciences,University of New Hampshire,Earth and Environmental Sciences,38,103,34,93,10,48,137,140,74,113
20015266,Physical and Mathematical Sciences,Earth Sciences,University of New Mexico Main Campus,Earth And Planetary Sciences,43,87,40,94,40,110,21,98,36,75
20045281,Physical and Mathematical Sciences,Earth Sciences,University of North Carolina At Chapel Hill,Geological Sciences,65,116,91,124,67,125,21,105,139,141
20047328,Physical and Mathematical Sciences,Earth Sciences,University of North Texas,Environmental Science,116,134,119,137,114,139,105,131,11,37
20051699,Physical and Mathematical Sciences,Earth Sciences,University of Oklahoma Norman Campus,Geology,90,127,74,120,59,126,61,121,99,126
20043908,Physical and Mathematical Sciences,Earth Sciences,University of Oregon,Geological Sciences,49,95,25,73,23,82,18,93,22,53
20036876,Physical and Mathematical Sciences,Earth Sciences,University of Pennsylvania,Earth and Environmental Science,54,122,42,102,68,130,3,57,56,110
20065009,Physical and Mathematical Sciences,Earth Sciences,University of Rhode Island,Earth Sciences,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20067816,Physical and Mathematical Sciences,Earth Sciences,University of South Carolina Columbia,Geology,77,114,40,97,36,105,12,75,36,66
20069254,Physical and Mathematical Sciences,Earth Sciences,University of Rochester,Geological Sciences,79,122,23,87,12,56,24,103,39,79
20068174,Physical and Mathematical Sciences,Earth Sciences,University of Southern California,Geological (Earth) Sciences,20,51,33,84,29,79,23,95,54,96
20045744,Physical and Mathematical Sciences,Earth Sciences,University of Tennessee,Earth and Planetary Sciences,34,78,36,83,51,104,4,56,64,110
20061553,Physical and Mathematical Sciences,Earth Sciences,University of Texas At Austin,Geological Sciences,26,74,65,108,56,120,87,118,100,124
20056128,Physical and Mathematical Sciences,Earth Sciences,University of Texas At Dallas,Geosciences,128,140,93,129,34,101,123,133,88,123
20047580,Physical and Mathematical Sciences,Earth Sciences,University of Utah,Geology and Geophysics,44,88,70,110,102,135,5,80,91,122
20059691,Physical and Mathematical Sciences,Earth Sciences,University of Washington,Geophysics,20,47,32,88,23,81,59,108,112,132
20023245,Physical and Mathematical Sciences,Earth Sciences,University of Virginia,Environmental Sciences,26,55,35,87,22,71,107,129,45,88
20059688,Physical and Mathematical Sciences,Earth Sciences,University of Washington,Geological Sciences,14,37,20,64,24,86,9,82,42,93
20030665,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Geology,25,62,20,66,13,56,27,99,31,73
20030762,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Land Resources,38,89,57,105,56,121,96,122,18,51
20031062,Physical and Mathematical Sciences,Earth Sciences,University of Wisconsin-Madison,Soil Science,45,94,34,91,29,101,12,78,2,14
20044596,Physical and Mathematical Sciences,Earth Sciences,Virginia Polytechnic Institute And State University,Geosciences,30,71,35,85,43,103,14,79,73,110
20058430,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Environmental and Natural Resource Sciences,85,129,83,121,72,131,114,129,26,65
20058456,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Geology,88,130,55,112,40,113,42,115,136,139
20058650,Physical and Mathematical Sciences,Earth Sciences,Washington State University,Soil Sciences,44,91,22,73,46,116,7,93,2,16
20069791,Physical and Mathematical Sciences,Earth Sciences,Washington University In St. Louis,Earth and Planetary Sciences,44,83,54,102,66,124,11,84,20,59
20063522,Physical and Mathematical Sciences,Earth Sciences,Yale University,Geology & Geophysics,12,29,21,61,15,50,25,89,122,134
20044091,Physical and Mathematical Sciences,Earth Sciences,Western Michigan University,Hydrogeology,86,120,108,132,108,138,18,108,124,134
20035013,Physical and Mathematical Sciences,Mathematics,Arizona State University,Mathematics,26,59,24,52,21,56,45,100,23,53
20037972,Physical and Mathematical Sciences,Mathematics,Auburn University,Mathematics,113,126,114,125,115,124,35,94,14,43
20043380,Physical and Mathematical Sciences,Mathematics,Baylor University,Mathematics,82,120,70,95,60,78,6,65,119,123
20059222,Physical and Mathematical Sciences,Mathematics,Boston University,Mathematics,22,51,12,35,14,42,11,69,15,38
20034797,Physical and Mathematical Sciences,Mathematics,Bowling Green State University,Mathematics,73,108,68,97,85,111,3,56,7,24
20025078,Physical and Mathematical Sciences,Mathematics,Brandeis University,Mathematics,21,50,25,59,21,63,10,63,27,73
20018386,Physical and Mathematical Sciences,Mathematics,Brown University,Mathematics,10,28,11,33,16,50,5,44,7,25
20033060,Physical and Mathematical Sciences,Mathematics,California Institute of Technology,Mathematics,8,24,4,13,3,13,17,83,19,54
20037299,Physical and Mathematical Sciences,Mathematics,Carnegie Mellon University,Mathematical Sciences,14,40,14,37,19,48,4,44,61,95
20057279,Physical and Mathematical Sciences,Mathematics,City University of New York Grad. Center,Mathematics,46,80,103,120,72,99,122,126,101,115
